market,odds_col,window,score_state,stat_filter,n,wr,roi,pl,ci_lo,ci_hi,avg_odds,sharpe,max_dd,n_leagues,max_lg_conc,top_league,roi_train,roi_test,n_train,n_test,overlap_note
LAY Over 4.5,lay_over45,45-65,home+2,xg_low,47,87.2,27.6,129.7,74.8,94.0,6.09,0.83,125.0,28,0.11,Desconocida,17.2,49.7,32,15,lay_over45_v3
LAY Over 2.5,lay_over25,50-70,0-0,xg_low,54,81.5,18.9,102.3,69.2,89.6,4.63,0.8,99.8,29,0.09,Bundesliga,11.5,35.2,37,17,
LAY CS 0-0,lay_rc_0_0,50-70,any,xg_low,78,78.2,15.3,119.4,67.8,85.9,5.18,0.79,119.6,28,0.17,Desconocida,7.9,32.1,54,24,
LAY CS 0-0,lay_rc_0_0,55-75,any,xg_low,66,75.8,15.9,104.7,64.2,84.5,4.68,0.78,96.2,25,0.15,Desconocida,9.7,30.1,46,20,
LAY Over 3.5,lay_over35,50-70,any,poss_home,42,64.3,15.3,64.2,49.2,77.0,4.03,0.77,55.1,24,0.19,Desconocida,3.3,41.9,29,13,
LAY Over 4.5,lay_over45,45-65,goals_ge2,sot_home,38,84.2,23.9,90.8,69.6,92.6,5.38,0.76,146.3,21,0.13,Desconocida,5.9,62.9,26,12,lay_over45_v3
LAY CS 1-0,lay_rc_1_0,60-80,0-0,none,47,83.0,19.1,90.0,69.9,91.1,5.29,0.75,103.5,23,0.21,Desconocida,17.3,23.0,32,15,
LAY Over 4.5,lay_over45,55-75,lead2,none,77,84.4,17.4,133.8,74.7,90.9,7.48,0.71,211.5,35,0.1,Desconocida,7.4,39.5,53,24,lay_over45_v3
LAY CS 2-1,lay_rc_2_1,40-60,home+1,xg_low,61,90.2,20.9,127.5,80.2,95.4,8.0,0.71,122.5,22,0.13,Desconocida,23.8,14.5,42,19,
LAY CS 1-2,lay_rc_1_2,60-80,goals_ge2,none,49,81.6,16.7,81.9,68.6,90.0,5.83,0.68,104.1,25,0.2,Desconocida,1.9,50.3,34,15,
LAY CS 1-0,lay_rc_1_0,60-80,0-0,xg_low,40,82.5,17.0,68.0,68.0,91.3,5.36,0.61,97.5,20,0.2,Desconocida,22.1,5.0,28,12,
LAY Over 4.5,lay_over45,60-80,any,corners_dom,50,80.0,15.0,74.8,67.0,88.8,6.38,0.55,152.1,25,0.14,Desconocida,11.6,22.7,35,15,lay_over45_v3
LAY Over 4.5,lay_over45,60-80,goals_ge2,corners_dom,50,80.0,15.0,74.8,67.0,88.8,6.41,0.55,152.1,25,0.16,Desconocida,11.6,22.7,35,15,lay_over45_v3
