match_id,strategy,strategy_label,minuto,back_odds,won,pl,País,Liga,timestamp_utc
aberdeen-celtic-apuestas-35299088,pressure_cooker,Pressure Cooker,22,1.07,True,0.07,Escocia,Premiership,2026-03-04 20:23:49
manchester-city-nottingham-forest-apuestas-3529379,pressure_cooker,Pressure Cooker,79,1.84,False,-1.0,Inglaterra,Premier League,2026-03-04 21:11:17
lazio-atalanta-apuestas-35257842,pressure_cooker,Pressure Cooker,52,1.51,True,0.48,Italia,Coppa Italia,2026-03-04 21:13:22
newcastle-manchester-united-apuestas-35293631,pressure_cooker,Pressure Cooker,45,1.17,True,0.16,Inglaterra,Premier League,2026-03-04 21:26:29
ceramica-cleopatra-national-bank-apuestas-35324463,pressure_cooker,Pressure Cooker,78,2.34,False,-1.0,Egipto,Premier League,2026-03-05 21:11:03
llaneros-internacional-de-bogotá-apuestas-353,pressure_cooker,Pressure Cooker,45,1.35,False,-1.0,Colombia,Liga Colombiana,2026-03-06 00:18:30
america-de-cali-sa-atlético-bucaramanga-apues,pressure_cooker,Pressure Cooker,45,1.42,True,0.4,Internacional,Copa Sudamericana,2026-03-06 01:35:43
junior-fc-barranquilla-alianza-fc-valledupar-apues,pressure_cooker,Pressure Cooker,65,1.62,False,-1.0,Colombia,Liga Colombiana,2026-03-06 02:44:48
pau-bastia-apuestas-35320716,pressure_cooker,Pressure Cooker,14,1.13,True,0.12,Francia,Ligue 2,2026-03-06 19:16:06
preston-oxford-united-apuestas-35317794,pressure_cooker,Pressure Cooker,17,1.12,True,0.11,Inglaterra,Championship,2026-03-06 20:18:36
al-khaleej-saihat-al-hazm-ksa-apuestas-35316538,pressure_cooker,Pressure Cooker,63,1.29,True,0.28,Arabia Saudita,Saudi Pro League,2026-03-06 20:22:05
cheltenham-barrow-apuestas-35320094,pressure_cooker,Pressure Cooker,45,1.35,True,0.33,Inglaterra,League Two,2026-03-06 20:48:24
shelbourne-st-patricks-apuestas-35327744,pressure_cooker,Pressure Cooker,77,2.3,True,1.23,Irlanda,Premier Division,2026-03-06 21:37:34
fujieda-myfc-iwata-apuestas-35340862,pressure_cooker,Pressure Cooker,39,1.24,False,-1.0,Japón,J-League,2026-03-07 05:42:52
iwaki-sc-omiya-apuestas-35340864,pressure_cooker,Pressure Cooker,83,2.38,False,-1.0,Japón,J-League,2026-03-07 06:45:19
sendai-shonan-apuestas-35340865,pressure_cooker,Pressure Cooker,84,3.55,False,-1.0,Japón,J-League,2026-03-07 06:45:19
gwangju-fc-incheon-utd-apuestas-35340966,pressure_cooker,Pressure Cooker,47,1.46,True,0.44,Corea del Sur,K1 League,2026-03-07 08:37:14
mura-nk-primorje-apuestas-35323400,pressure_cooker,Pressure Cooker,45,1.32,True,0.3,Desconocido,Desconocida,2026-03-07 17:38:02
atlético-de-madrid-real-sociedad-apuestas-352,pressure_cooker,Pressure Cooker,9,1.77,True,0.73,España,La Liga,2026-03-07 17:42:34
lokomotiva-varazdin-apuestas-35323416,pressure_cooker,Pressure Cooker,75,1.96,False,-1.0,Desconocido,Desconocida,2026-03-07 17:53:23
sion-winterthur-apuestas-35327827,pressure_cooker,Pressure Cooker,67,1.38,False,-1.0,Suiza,Super League,2026-03-07 18:25:28
atalanta-udinese-apuestas-35295984,pressure_cooker,Pressure Cooker,81,2.0,False,-1.0,Italia,Serie A,2026-03-07 18:39:57
bochum-kaiserslautern-apuestas-35320763,pressure_cooker,Pressure Cooker,32,1.11,True,0.1,Alemania,Bundesliga,2026-03-07 20:04:37
psv-az-alkmaar-apuestas-35297143,pressure_cooker,Pressure Cooker,45,1.11,True,0.1,Holanda,Eredivisie,2026-03-07 20:06:00
querétaro-cf-america-apuestas-35324820,pressure_cooker,Pressure Cooker,45,1.25,True,0.24,México,Liga MX,2026-03-08 00:07:37
atlas-guadalajara-apuestas-35324631,pressure_cooker,Pressure Cooker,51,1.31,True,0.29,México,Liga MX,2026-03-08 02:21:07
club-brugge-anderlecht-apuestas-35324119,pressure_cooker,Pressure Cooker,45,1.15,True,0.14,Bélgica,Jupiler Pro League,2026-03-08 13:36:35
preussen-munster-hertha-berlín-apuestas-35323,pressure_cooker,Pressure Cooker,49,1.25,True,0.24,Alemania,Bundesliga,2026-03-08 13:44:46
grasshoppers-zurich-lausanne-apuestas-35327870,pressure_cooker,Pressure Cooker,23,1.12,True,0.11,Suiza,Super League,2026-03-08 15:55:06
club-football-estrela-gil-vicente-apuestas-3532758,pressure_cooker,Pressure Cooker,55,3.0,True,1.9,Portugal,Primeira Liga,2026-03-08 16:52:21
sevilla-rayo-vallecano-apuestas-35296312,pressure_cooker,Pressure Cooker,50,2.42,False,-1.0,España,La Liga,2026-03-08 18:45:01
panaitolikos-kifisia-apuestas-35310583,pressure_cooker,Pressure Cooker,37,1.13,True,0.12,Grecia,Super League,2026-03-09 16:39:00
kayserispor-trabzonspor-apuestas-35327781,goal_clustering,Goal Clustering,45,1.13,True,0.12,Turquía,Süper Lig,2026-03-09 17:48:05
lazio-sassuolo-apuestas-35295981,pressure_cooker,Pressure Cooker,35,2.2,True,1.14,Italia,Serie A,2026-03-09 20:22:04
espanyol-oviedo-apuestas-35296494,pressure_cooker,Pressure Cooker,37,1.11,False,-1.0,España,La Liga,2026-03-09 20:38:55
barnsley-cardiff-apuestas-35332978,pressure_cooker,Pressure Cooker,23,1.07,False,-1.0,Inglaterra,League One,2026-03-10 20:09:59
eastleigh-brackley-town-apuestas-35346448,pressure_cooker,Pressure Cooker,39,1.19,True,0.18,Inglaterra,National League,2026-03-10 20:25:02
maringa-uberlandia-mg-apuestas-35359240,pressure_cooker,Pressure Cooker,45,1.28,True,0.27,Brasil,Copa do Brasil,2026-03-11 23:36:51
bahía-ec-vitoria-salvador-apuestas-35274342,pressure_cooker,Pressure Cooker,45,1.34,False,-1.0,Brasil,Série A,2026-03-12 00:12:30
