fecha,partido,liga,estrategia,tipo,minuto,odds,won,pl,pl_acum,ft_score,riesgo,xg_total,xg_excess,sot_max,drift_pct,match_id
2026-02-27 21:17,Standard De Lieja Raal La Louviere 352970,,Pressure Cooker,BACK,66,1.97,NO,-1.00,+69.04,,,,,,,standard-de-lieja-raal-la-louviere-apuestas-352970
2026-02-28 00:30,Cerro Boston River 35294889,,Pressure Cooker,BACK,65,1.88,NO,-1.00,+68.04,,,,,,,cerro-boston-river-apuestas-35294889
2026-02-28 11:50,Sporting Lisbon B Leixoes 35292792,,Odds Drift,BACK,45.0,2.16,SI,+1.06,+69.11,,none,,,,89.5,sporting-lisbon-b-leixoes-apuestas-35292792
2026-02-28 14:06,Northampton Peterborough 35292555,,Pressure Cooker,BACK,66,2.02,NO,-1.00,+68.11,,,,,,,northampton-peterborough-apuestas-35292555
2026-02-28 14:33,Rayo Vallecano Athletic De Bilbao 3527246,,Pressure Cooker,BACK,65,2.42,NO,-1.00,+67.11,,,,,,,rayo-vallecano-athletic-de-bilbao-apuestas-3527246
2026-02-28 16:40,Mansfield Afc Wimbledon 35292640,,Pressure Cooker,BACK,67,2.58,NO,-1.00,+66.11,,,,,,,mansfield-afc-wimbledon-apuestas-35292640
2026-02-28 18:31,verona-nápoles-apuestas-35270720,,Pressure Cooker,BACK,66,1.92,SI,+0.84,+66.94,,,,,,,verona-nápoles-apuestas-35270720
2026-02-28 20:43,Cd Leones Del Norte Libertad Fc 35298906,,Pressure Cooker,BACK,66,1.92,NO,-1.00,+65.94,,,,,,,cd-leones-del-norte-libertad-fc-apuestas-35298906
2026-02-28 21:29,Danubio Progreso 35294816,,Pressure Cooker,BACK,66,2.32,SI,+1.21,+67.15,,,,,,,danubio-progreso-apuestas-35294816
2026-03-01 14:35,Sassuolo Atalanta 35270730,,Odds Drift,BACK,33.0,3.65,SI,+2.45,+69.60,,none,,,,47.2,sassuolo-atalanta-apuestas-35270730
2026-03-01 19:30,Casa Pia Moreirense 35312487,,Pressure Cooker,BACK,65,1.97,NO,-1.00,+68.60,,,,,,,casa-pia-moreirense-apuestas-35312487
2026-03-01 21:17,Enppi Al Masry 35309126,,Pressure Cooker,BACK,65,3.05,SI,+1.89,+70.49,,,,,,,enppi-al-masry-apuestas-35309126
2026-03-01 22:45,Sport Recife Nautico Pe 35310800,,Pressure Cooker,BACK,68,1.86,SI,+0.78,+71.27,,,,,,,sport-recife-nautico-pe-apuestas-35310800
2026-03-01 23:36,Deportivo Cuenca Barcelona Ecu 35298917,,Pressure Cooker,BACK,66,1.94,SI,+0.85,+72.12,,,,,,,deportivo-cuenca-barcelona-ecu-apuestas-35298917
2026-03-02 01:59,Tigre Gimnasia La Plata 35302692,,Pressure Cooker,BACK,65,1.94,NO,-1.00,+71.12,,,,,,,tigre-gimnasia-la-plata-apuestas-35302692
2026-03-02 02:02,defensa-y-justicia-lanús-apuestas-353026,,Pressure Cooker,BACK,65,2.20,NO,-1.00,+70.12,,,,,,,defensa-y-justicia-lanús-apuestas-35302689
2026-03-03 01:58,Independiente Rivadavia River Plate 35302,,Pressure Cooker,BACK,65,2.00,NO,-1.00,+69.12,,,,,,,independiente-rivadavia-river-plate-apuestas-35302
2026-03-04 02:03,Barcelona Ecu Botafogo Fr 35314261,,Pressure Cooker,BACK,68,2.36,NO,-1.00,+68.12,,,,,,,barcelona-ecu-botafogo-fr-apuestas-35314261
2026-03-04 04:50,Pumas Unam Toluca 35296009,,Pressure Cooker,BACK,74,1.84,SI,+0.76,+68.89,,,,,,,pumas-unam-toluca-apuestas-35296009
2026-03-04 21:06,Fc Zurich Lausanne 35323556,,Pressure Cooker,BACK,72,1.97,NO,-1.00,+67.89,,,,,,,fc-zurich-lausanne-apuestas-35323556
2026-03-04 21:34,Lazio Atalanta 35257842,,Pressure Cooker,BACK,66,2.00,SI,+0.91,+68.80,,,,,,,lazio-atalanta-apuestas-35257842
2026-03-05 02:34,fortaleza-jaguares-de-córdoba-apuestas-3,,Pressure Cooker,BACK,66,1.94,SI,+0.85,+69.65,,,,,,,fortaleza-jaguares-de-córdoba-apuestas-353081
