id,timestamp_utc,match_id,match_name,match_url,strategy,strategy_name,minute,score,recommendation,back_odds,min_odds,expected_value,confidence,win_rate_historical,roi_historical,sample_size,bet_type,stake,notes,status,result,pl,telegram_sent
59,2026-03-18 23:25:38,se-palmeiras-botafogo-fr-apuestas-35368430,SE Palmeiras - Botafogo FR,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/se-palmeiras-botafogo-fr-apuestas-35368430,cs_close,BACK CS Close,62,2-1,BACK CS 2-1 @ 3.20,3.2,1.3,0.628,medium,52.7,96.6,131,paper,1.0,auto,won,won,2.09,1
60,2026-03-18 23:27:09,vila-nova-confianca-apuestas-35375925,Vila Nova - Confianca,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/copa-de-brasil/vila-nova-confianca-apuestas-35375925,draw_xg_conv,BACK Draw xG Convergence,65,0-0,BACK DRAW @ 1.84,1.84,1.3,-0.024,medium,54.3,25.6,232,paper,1.0,auto,won,won,0.8,1
61,2026-03-18 23:45:55,bah%C3%ADa-red-bull-bragantino-apuestas-35368485,Bahía - Red Bull Bragantino,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/bah%C3%ADa-red-bull-bragantino-apuestas-35368485,cs_20,BACK CS 2-0/0-2,77,2-0,BACK CS 2-0 @ 1.78,1.78,1.5,-0.009,medium,56.9,41.5,72,paper,1.0,auto,won,won,0.74,1
62,2026-03-19 00:10:20,athletico-pr-cruzeiro-apuestas-35368486,Athletico-PR - Cruzeiro,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/athletico-pr-cruzeiro-apuestas-35368486,cs_close,BACK CS Close,61,2-1,BACK CS 2-1 @ 2.48,2.48,1.3,0.268,medium,52.7,96.6,131,paper,1.0,auto,won,won,1.41,1
63,2026-03-19 00:10:20,athletico-pr-cruzeiro-apuestas-35368486,Athletico-PR - Cruzeiro,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/athletico-pr-cruzeiro-apuestas-35368486,home_fav_leading,BACK Home Fav Leading,61,2-1,BACK HOME @ 1.31,1.31,1.3,0.03,medium,79.6,57.9,157,paper,1.0,auto,won,won,0.29,1
64,2026-03-19 00:10:50,athletico-pr-cruzeiro-apuestas-35368486,Athletico-PR - Cruzeiro,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/athletico-pr-cruzeiro-apuestas-35368486,under35_late,BACK U3.5 Late,63,2-1,BACK UNDER 3.5 @ 2.44,2.44,1.5,0.454,medium,61.4,46.8,88,paper,1.0,auto,won,won,1.44,1
65,2026-03-19 00:11:51,mirassol-coritiba-apuestas-35383727,Mirassol - Coritiba,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/mirassol-coritiba-apuestas-35383727,goal_clustering,Goal Clustering,49,1-0,BACK Over 1.5 @ 2.44,2.44,0,1.266,medium,95.7,43.9,69,paper,1.0,auto,lost,lost,-1.0,1
66,2026-03-19 00:32:18,mirassol-coritiba-apuestas-35383727,Mirassol - Coritiba,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/mirassol-coritiba-apuestas-35383727,longshot,BACK Longshot Leading,70,0-1,BACK AWAY @ 1.64,1.64,1.5,0.064,medium,66.2,45.4,80,paper,1.0,auto,won,won,0.61,1
67,2026-03-19 00:34:20,mirassol-coritiba-apuestas-35383727,Mirassol - Coritiba,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/mirassol-coritiba-apuestas-35383727,cs_one_goal,BACK CS One-Goal,72,0-1,BACK CS 0-1 @ 2.24,2.24,1.8,0.187,medium,54.5,44.0,200,paper,1.0,auto,won,won,1.18,1
68,2026-03-19 00:34:52,atletico-go-ponte-preta-apuestas-35375927,Atletico GO - Ponte Preta,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/copa-de-brasil/atletico-go-ponte-preta-apuestas-35375927,cs_one_goal,BACK CS One-Goal,71,1-0,BACK CS 1-0 @ 1.86,1.86,1.8,-0.01,medium,54.5,44.0,200,paper,1.0,auto,won,won,0.82,1
69,2026-03-19 00:35:23,atletico-mg-s%C3%A3o-paulo-apuestas-35368516,Atletico MG - São Paulo,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/atletico-mg-s%C3%A3o-paulo-apuestas-35368516,home_fav_leading,BACK Home Fav Leading,70,1-0,BACK HOME @ 1.32,1.32,1.3,0.038,medium,79.6,57.9,157,paper,1.0,auto,won,won,0.3,1
70,2026-03-19 00:37:26,atletico-mg-s%C3%A3o-paulo-apuestas-35368516,Atletico MG - São Paulo,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/atletico-mg-s%C3%A3o-paulo-apuestas-35368516,cs_one_goal,BACK CS One-Goal,72,1-0,BACK CS 1-0 @ 1.96,1.96,1.8,0.042,medium,54.5,44.0,200,paper,1.0,auto,won,won,0.91,1
71,2026-03-19 00:49:41,internacional-de-bogot%C3%A1-pereira-apuestas-35369702,Internacional de Bogotá - Pereira,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/colombia-primera-a/internacional-de-bogot%C3%A1-pereira-apuestas-35369702,under35_late,BACK U3.5 Late,64,1-2,BACK UNDER 3.5 @ 2.70,2.7,1.5,0.606,medium,61.4,46.8,88,paper,1.0,auto,won,won,1.7,1
72,2026-03-19 00:51:44,internacional-de-bogot%C3%A1-pereira-apuestas-35369702,Internacional de Bogotá - Pereira,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/colombia-primera-a/internacional-de-bogot%C3%A1-pereira-apuestas-35369702,cs_close,BACK CS Close,66,1-2,BACK CS 1-2 @ 2.74,2.74,1.3,0.398,medium,52.7,96.6,131,paper,1.0,auto,lost,lost,-1.0,1
73,2026-03-19 00:56:49,internacional-de-bogot%C3%A1-pereira-apuestas-35369702,Internacional de Bogotá - Pereira,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/colombia-primera-a/internacional-de-bogot%C3%A1-pereira-apuestas-35369702,longshot,BACK Longshot Leading,71,1-2,BACK AWAY @ 1.68,1.68,1.5,0.09,medium,66.2,45.4,80,paper,1.0,auto,lost,lost,-1.0,1
74,2026-03-19 01:01:25,metropolitanos-monagas-apuestas-35377542,Metropolitanos - Monagas,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/venezuela-primera-divisi%C3%B3n/metropolitanos-monagas-apuestas-35377542,cs_one_goal,BACK CS One-Goal,69,1-0,BACK CS 1-0 @ 2.36,2.36,1.8,0.249,medium,54.5,44.0,200,paper,1.0,auto,won,won,1.29,1
75,2026-03-19 01:30:25,libertad-fc-barcelona-ecu-apuestas-35377505,Libertad FC - Barcelona (ECU),https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-ecuatoriana/libertad-fc-barcelona-ecu-apuestas-35377505,draw_xg_conv,BACK Draw xG Convergence,66,0-0,BACK DRAW @ 1.75,1.75,1.3,-0.07,medium,54.3,25.6,232,paper,1.0,auto,won,won,0.71,1
76,2026-03-19 01:41:38,crb-figueirense-apuestas-35375930,CRB - Figueirense,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/copa-de-brasil/crb-figueirense-apuestas-35375930,cs_one_goal,BACK CS One-Goal,70,1-0,BACK CS 1-0 @ 2.10,2.1,1.8,0.115,medium,54.5,44.0,200,paper,1.0,auto,won,won,1.04,1
77,2026-03-19 02:01:17,santos-internacional-apuestas-35368580,Santos - Internacional,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/santos-internacional-apuestas-35368580,goal_clustering,Goal Clustering,63,1-1,BACK Over 2.5 @ 1.49,1.49,0,0.402,medium,95.7,43.9,69,paper,1.0,auto,won,won,0.47,1
78,2026-03-19 02:01:17,atl%C3%A9tico-bucaramanga-once-caldas-apuestas-35369753,Atlético Bucaramanga - Once Caldas,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/colombia-primera-a/atl%C3%A9tico-bucaramanga-once-caldas-apuestas-35369753,draw_xg_conv,BACK Draw xG Convergence,70,1-1,BACK DRAW @ 1.89,1.89,1.3,0.002,medium,54.3,25.6,232,paper,1.0,auto,won,won,0.85,1
79,2026-03-19 02:01:17,vasco-da-gama-fluminense-apuestas-35368540,Vasco Da Gama - Fluminense,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/vasco-da-gama-fluminense-apuestas-35368540,under35_late,BACK U3.5 Late,66,1-2,BACK UNDER 3.5 @ 2.48,2.48,1.5,0.477,medium,61.4,46.8,88,paper,1.0,auto,won,won,1.48,1
80,2026-03-19 02:01:17,vasco-da-gama-fluminense-apuestas-35368540,Vasco Da Gama - Fluminense,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/vasco-da-gama-fluminense-apuestas-35368540,cs_close,BACK CS Close,66,1-2,BACK CS 1-2 @ 2.46,2.46,1.3,0.258,medium,52.7,96.6,131,paper,1.0,auto,lost,lost,-1.0,1
81,2026-03-19 02:01:18,vasco-da-gama-fluminense-apuestas-35368540,Vasco Da Gama - Fluminense,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/vasco-da-gama-fluminense-apuestas-35368540,away_fav_leading,BACK Away Fav Leading,66,1-2,BACK AWAY @ 1.34,1.34,0,0.066,medium,80.6,25.5,144,paper,1.0,auto,lost,lost,-1.0,1
82,2026-03-19 02:02:48,atl%C3%A9tico-bucaramanga-once-caldas-apuestas-35369753,Atlético Bucaramanga - Once Caldas,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/colombia-primera-a/atl%C3%A9tico-bucaramanga-once-caldas-apuestas-35369753,cs_11,BACK CS 1-1 Late,73,1-1,BACK CS 1-1 @ 2.06,2.06,0,-0.021,medium,48.8,19.5,129,paper,1.0,auto,won,won,1.01,1
83,2026-03-19 02:05:50,santos-internacional-apuestas-35368580,Santos - Internacional,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/santos-internacional-apuestas-35368580,draw_xg_conv,BACK Draw xG Convergence,66,1-1,BACK DRAW @ 1.96,1.96,1.3,0.038,medium,54.3,25.6,232,paper,1.0,auto,lost,lost,-1.0,1
84,2026-03-19 02:10:55,santos-internacional-apuestas-35368580,Santos - Internacional,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/serie-a-brasil/santos-internacional-apuestas-35368580,cs_11,BACK CS 1-1 Late,72,1-1,BACK CS 1-1 @ 2.26,2.26,0,0.072,medium,48.8,19.5,129,paper,1.0,auto,lost,lost,-1.0,1
85,2026-03-19 02:17:00,cf-america-philadelphia-apuestas-35369724,CF America - Philadelphia,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/concacaf-champions-league/cf-america-philadelphia-apuestas-35369724,goal_clustering,Goal Clustering,50,1-1,BACK Over 2.5 @ 1.27,1.27,0,0.202,medium,95.7,43.9,69,paper,1.0,auto,lost,lost,-1.0,1
86,2026-03-19 02:32:07,cf-america-philadelphia-apuestas-35369724,CF America - Philadelphia,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/concacaf-champions-league/cf-america-philadelphia-apuestas-35369724,draw_xg_conv,BACK Draw xG Convergence,65,1-1,BACK DRAW @ 1.96,1.96,1.3,0.038,medium,54.3,25.6,232,paper,1.0,auto,won,won,0.91,1
87,2026-03-19 02:41:04,cf-america-philadelphia-apuestas-35369724,CF America - Philadelphia,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/concacaf-champions-league/cf-america-philadelphia-apuestas-35369724,cs_11,BACK CS 1-1 Late,74,1-1,BACK CS 1-1 @ 1.86,1.86,0,-0.113,medium,48.8,19.5,129,paper,1.0,auto,won,won,0.82,1
88,2026-03-19 03:04:17,deportivo-de-cali-santa-fe-apuestas-35369699,Deportivo de Cali - Santa Fe,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/colombia-primera-a/deportivo-de-cali-santa-fe-apuestas-35369699,draw_xg_conv,BACK Draw xG Convergence,66,1-1,BACK DRAW @ 1.82,1.82,1.3,-0.034,medium,54.3,25.6,232,paper,1.0,auto,won,won,0.78,1
89,2026-03-19 03:11:30,deportivo-de-cali-santa-fe-apuestas-35369699,Deportivo de Cali - Santa Fe,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/colombia-primera-a/deportivo-de-cali-santa-fe-apuestas-35369699,cs_11,BACK CS 1-1 Late,74,1-1,BACK CS 1-1 @ 1.58,1.58,0,-0.243,medium,48.8,19.5,129,paper,1.0,auto,won,won,0.55,1
90,2026-03-19 03:40:26,guadalajara-leon-apuestas-35374713,Guadalajara - Leon,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/liga-mx/guadalajara-leon-apuestas-35374713,cs_big_lead,BACK CS Big Lead,69,3-0,BACK CS 3-0 @ 4.00,4.0,1.3,1.395,medium,62.2,71.8,74,paper,1.0,auto,lost,lost,-1.0,1
91,2026-03-19 04:36:57,seattle-sounders-vancouver-whitecaps-apuestas-35369735,Seattle Sounders - Vancouver Whitecaps,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/concacaf-champions-league/seattle-sounders-vancouver-whitecaps-apuestas-35369735,cs_one_goal,BACK CS One-Goal,70,0-1,BACK CS 0-1 @ 2.14,2.14,1.8,0.135,medium,54.5,44.0,200,paper,1.0,auto,lost,lost,-1.0,1
92,2026-03-19 04:40:28,toluca-san-diego-fc-apuestas-35369741,Toluca - San Diego FC,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/concacaf-champions-league/toluca-san-diego-fc-apuestas-35369741,cs_big_lead,BACK CS Big Lead,73,3-0,BACK CS 3-0 @ 2.22,2.22,1.3,0.343,medium,62.2,71.8,74,paper,1.0,auto,lost,lost,-1.0,1
93,2026-03-19 04:44:02,seattle-sounders-vancouver-whitecaps-apuestas-35369735,Seattle Sounders - Vancouver Whitecaps,https://www.betfair.es/exchange/plus/es/f%C3%BAtbol/concacaf-champions-league/seattle-sounders-vancouver-whitecaps-apuestas-35369735,draw_xg_conv,BACK Draw xG Convergence,78,1-1,BACK DRAW @ 6.00,6.0,1.3,2.122,medium,54.3,25.6,232,paper,1.0,auto,lost,lost,-1.0,1
